l 	 	 x 	 	 j_l(x) down 	 	 	 j_l(x) up 	 	 	 % diff
1.0 	 0.1 	 0.033300011902557569556 	 9.983341664682815475 	 0.99335106256612957127
1.0 	 1 	 0.3011686789397567641 	 0.8414709848078965049 	 0.47285449911308437466
1.0 	 10 	 0.07846694179875152706 	 -0.0054402111088936981854 	 1.0
2.0 	 0.1 	 0.00066619060844556873037 	 298.5019157740161827 	 0.9999955364499425033
2.0 	 1 	 0.062035052011373856784 	 1.6829419696157930098 	 0.9288987175848000207
2.0 	 10 	 0.07794219362856243479 	 0.052770047756268869438 	 0.19257680539792736141
3.0 	 0.1 	 9.518519720865567581e-06 	 14915.112447036126319 	 0.99999999872364090465
3.0 	 1 	 0.009006581117112515497 	 7.573238863271068544 	 0.9976242971338316349
3.0 	 10 	 -0.03949584498447031508 	 0.031825234987028132904 	 1.0
4.0 	 0.1 	 1.05772015020987321365e-07 	 1043759.3693767548262 	 0.9999999999997973249
4.0 	 1 	 0.0010110158084137525997 	 51.329730073281686797 	 0.99996060778445964673
4.0 	 10 	 -0.105589285117691656426 	 -0.030492383265349177819 	 0.5518517133473168329
5.0 	 0.1 	 9.616310232916445731e-10 	 93923428.13146089823 	 0.99999999999999997956
5.0 	 1 	 9.256115861125815998e-05 	 454.39433179626411263 	 0.99999959259553529005
5.0 	 10 	 -0.055534511621452177867 	 -0.059268379925842393618 	 0.032524166021131961257
6.0 	 0.1 	 7.39754109358770719e-12 	 10330533335.09132205 	 1.0
6.0 	 1 	 7.1569363100870852187e-06 	 4947.007919685623552 	 0.99999999710655959476
6.0 	 10 	 0.044501322334094256444 	 -0.034702834653077460424 	 1.0
7.0 	 0.1 	 4.931887475731973106e-14 	 1342875410133.7404057 	 1.0
7.0 	 1 	 4.790134198739488348e-07 	 63856.708624116842067 	 0.99999999998499724055
7.0 	 10 	 0.113386230655774710163 	 0.014154694876841693526 	 0.77803681731599363155
8.0 	 0.1 	 2.9012001025301899621e-16 	 201420980986725.96953 	 1.0
8.0 	 1 	 2.8264988022147292099e-08 	 952903.6214420670074 	 0.9999999999999406761
8.0 	 10 	 0.12557802364956780881 	 0.055934876968340000712 	 0.38368152590889130672
9.0 	 0.1 	 1.5269856934948195792e-18 	 3.424022389233328108e+16 	 1.0
9.0 	 1 	 1.4913765025551455267e-09 	 16135504.855891022285 	 0.99999999999999981514
9.0 	 10 	 0.10009640954849056263 	 0.0809345959693363052 	 0.105848241434350950595
10.0 	 0.1 	 7.271510996713671598e-21 	 6.505441118562336679e+18 	 1.0
10.0 	 1 	 7.116552640047312536e-11 	 305621688.6404873564 	 0.9999999999999999996
10.0 	 10 	 0.0646051544925642602 	 0.09784085537339897198 	 0.20459536622818875868
11.0 	 0.1 	 3.1615815051510693465e-23 	 1.3661083946741983693e+21 	 1.0
11.0 	 1 	 3.0995518547900796026e-12 	 6401919956.594343462 	 1.0
11.0 	 10 	 0.035574414885894380548 	 0.12453120031480154465 	 0.55561315146503680474
12.0 	 0.1 	 1.2646513378750887095e-25 	 3.1419842533394706258e+23 	 1.0
12.0 	 1 	 1.2416625969871054789e-13 	 146938537313.02941227 	 1.0
12.0 	 10 	 0.017215999744992806403 	 0.18858090535064455859 	 0.83268942030987069586
13.0 	 0.1 	 4.683953665255988191e-28 	 7.854824022509209144e+25 	 1.0
13.0 	 1 	 4.604637677683786949e-15 	 3667061512869.1409633 	 1.0
13.0 	 10 	 0.0074655844765876368107 	 0.34692106306180985179 	 0.9578675747043841591
14.0 	 0.1 	 1.615174402815654491e-30 	 2.1207710662349530746e+28 	 1.0
14.0 	 1 	 1.5895759875169761722e-16 	 98863722310153.776596 	 1.0
14.0 	 10 	 0.0029410783417938131888 	 0.74810596491624210293 	 0.99216805826427213006
15.0 	 0.1 	 5.21029094100897802e-33 	 6.150157543841138824e+30 	 1.0
15.0 	 1 	 5.132686115443762136e-18 	 2863380885481590.3804 	 1.0
15.0 	 10 	 0.0010635427146144213355 	 1.8225862351952921804 	 0.99883361078700828997
16.0 	 0.1 	 1.5788897128763590665e-35 	 1.9065276308800906857e+33 	 1.0
16.0 	 1 	 1.5567082705901724367e-19 	 8.8665943727619148016e+16 	 1.0
16.0 	 10 	 0.00035590407351089302747 	 4.901911364189163818 	 0.99985480021629378745
17.0 	 0.1 	 4.511148300724449896e-38 	 6.2914796803288608514e+35 	 1.0
17.0 	 1 	 4.4511775038068018485e-21 	 2.923112762125950294e+18 	 1.0
17.0 	 10 	 0.00011094072797152564238 	 14.353721266628947548 	 0.99998454200573493343
18.0 	 0.1 	 1.2192377198447573771e-40 	 2.201998822838792497e+38 	 1.0
18.0 	 1 	 1.2038557422082003065e-22 	 1.02220280730680641144e+20 	 1.0
18.0 	 10 	 3.238847438944672086e-05 	 45.3361130690121526 	 0.999998571185350558
19.0 	 0.1 	 3.1262701152232557355e-43 	 8.14733272970672895e+40 	 1.0
19.0 	 1 	 3.0887423635395485203e-24 	 3.779227274273057772e+21 	 1.0
19.0 	 10 	 8.89662726942722877e-06 	 153.3898970887160251 	 0.9999998839998341185
20.0 	 0.1 	 7.625092312409069846e-46 	 3.1774377445973959028e+43 	 1.0
20.0 	 1 	 7.537795722236871678e-26 	 1.4728764341591857247e+23 	 1.0
20.0 	 10 	 2.3083719613194688995e-06 	 552.8844855769803317 	 0.99999999164971341433
21.0 	 0.1 	 1.7732864462699681618e-48 	 1.3027413279522026133e+46 	 1.0
21.0 	 1 	 1.7538825775690195833e-27 	 6.0350141527783884136e+24 	 1.0
21.0 	 10 	 5.676977719825935363e-07 	 2113.4364937769031385 	 0.9999999994627728125
22.0 	 0.1 	 3.9406551792868812476e-51 	 5.6017559358170252633e+48 	 1.0
22.0 	 1 	 3.8993613099122827472e-29 	 2.593583209260547832e+26 	 1.0
22.0 	 10 	 1.3272845820568308785e-07 	 8534.892437663702788 	 0.9999999999688974502
23.0 	 0.1 	 8.384409128498704917e-54 	 2.5207771437043818466e+51 	 1.0
23.0 	 1 	 8.30011891507669475e-31 	 1.1665089427519686856e+28 	 1.0
23.0 	 10 	 2.9580289942980328066e-08 	 36293.579475709759407 	 0.9999999999983699437
24.0 	 0.1 	 1.7111107509824545743e-56 	 1.1847596557851236509e+54 	 1.0
24.0 	 1 	 1.6945801737638953584e-32 	 5.4799984477249922744e+29 	 1.0
24.0 	 10 	 6.298904526324469023e-09 	 162044.93109817217288 	 0.9999999999999222573
25.0 	 0.1 	 3.355131532237303291e-59 	 5.8052971055756688457e+56 	 1.0
25.0 	 1 	 3.3239363663919612348e-34 	 2.6840327304424942456e+31 	 1.0
25.0 	 10 	 1.2843422360095700172e-09 	 757726.5829053339453 	 0.9999999999999966101
